id,preferred_label,reuse_level,code,skill_category,coreness
3600,supervise nursing staff,cross-sector,S4.8.1,S,0.005360949720358552
3601,dry tobacco leaves,sector-specific,S6.5.8,S,0.0009801000774678872
3602,rig loads,cross-sector,S6.2.1,S,0.03842435621281268
3603,OpenEdge Database,sector-specific,K6.0.2,K,0.013726999730524828
3604,update design results during rehearsals,sector-specific,S1.12.3,S,0.006855044665808324
3605,advise clients on moving services,sector-specific,S1.5.3,S,0.004761335390668348
3606,operate video equipment,cross-sector,S8.6.2,S,0.0051684056932016385
3607,use geographic information systems,sector-specific,S5.5.2,S,0.16054295246884698
3608,"empower individuals, families and groups",sector-specific,S1.3.5,S,0.025669327630115365
3609,label belts,occupation-specific,S6.1.2,S,0.0
3610,take pictures,sector-specific,S8.6.2,S,0.01054586060581613
3611,supervise chiropractic students,sector-specific,S4.8.1,S,0.0009810081405261727
3612,diving operation requirements,cross-sector,K10.4.0,K,0.023547459330557723
3613,conduct research on climate processes,cross-sector,S2.1.1,S,0.01529570631398731
3614,fingerspelling,occupation-specific,K2.3.1,K,0.0
3615,mechanical tools,cross-sector,K7.1.5,K,0.10473915891609265
3616,parts of a surface grinding machine,occupation-specific,K7.1.5,K,0.0
3617,detect microorganisms,sector-specific,S8.6.3,S,0.02173228112910389
3618,maintain aerodrome equipment,occupation-specific,S8.7.2,S,0.0
3619,minimise environmental impact on the surrounding area,occupation-specific,S8.1.2,S,0.0
3620,aircraft cargo capacity,sector-specific,K7.1.6,K,0.003632893903899137
3621,measure the impact of specific aquaculture activity,sector-specific,S2.5.1,S,0.0065401269485477476
3622,adolescent socialisation behaviour,cross-sector,K3.1.4,K,0.018891045745016526
3623,manage emergency procedures,cross-sector,S4.1.7,S,0.1437014282718011
3624,manage adverse reactions to anaesthesia,sector-specific,S3.2.1,S,0.003679445992951308
3625,oversee rehabilitation process,cross-sector,S4.8.3,S,0.0030118246357918495
3626,use databases,transversal,S5.5.2,S,0.00976737656645055
3627,wild game meat food safety,sector-specific,K10.2.2,K,0.0017918691294144331
3628,create game testing software,occupation-specific,S5.1.0,S,0.0
3629,seat customers according to the waiting list,occupation-specific,S3.4.2,S,0.0
3630,operate grappler,cross-sector,S8.1.3,S,0.018258040420113166
3631,serve wines,sector-specific,S3.5.2,S,0.005657412454102638
3632,manage campsite supplies,occupation-specific,S4.3.3,S,0.0
3633,natural gas liquids recovery processes,sector-specific,K7.1.1,K,0.023990618096775086
3634,design wayside signalling interlockings,sector-specific,S4.1.3,S,0.0
3635,control the production of game meat for human consumption,occupation-specific,S4.3.0,S,0.0
3636,manage difficult clients,occupation-specific,S1.7.2,S,0.0
3637,collect oil samples,sector-specific,S6.3.6,S,0.010388113277650763
3638,Xcode,sector-specific,K6.0.2,K,0.027531890639577793
3639,translate texts,sector-specific,S1.15.2,S,0.006340087530824653
3640,advise guests on menus for special events,sector-specific,S1.5.3,S,0.007885272783161522
3641,video-games trends,cross-sector,K2.1.1,K,0.0
3642,maintain recycling records,cross-sector,S2.2.5,S,0.02451709327935933
3643,test absorbency,occupation-specific,S2.8.8,S,0.0
3644,saw off filament mandrel pins,occupation-specific,S6.7.1,S,0.0
3645,attend read-through,sector-specific,S1.7.3,S,0.018933446291829355
3646,operate stowage programmes,sector-specific,S5.7.0,S,0.007819715935317103
3647,follow interpreting quality standards,occupation-specific,A1.12.2,A,0.0
3648,meet expectations of target audience,cross-sector,S2.1.1,S,0.019334582659786527
3649,manage student relationships,cross-sector,S1.2.3,S,0.10227248098057214
3650,manipulate wood,cross-sector,S6.7.2,S,0.12381658945251792
3651,manage health and safety standards,cross-sector,S3.3.1,S,0.3600493231895163
3652,dye wigs,sector-specific,S3.6.4,S,0.00817198398236915
3653,supervise horticultural crews,occupation-specific,S4.8.1,S,0.0
3654,monitor stock level,sector-specific,S2.8.2,S,0.4710617163064431
3655,provide victim assistance,cross-sector,S3.1.2,S,0.0
3656,create jewellery,sector-specific,S6.5.1,S,0.008340979879122221
3657,financial engineering,cross-sector,K4.1.2,K,0.0020884629506395086
3658,aquatic ecology,cross-sector,K5.2.1,K,0.018062515716685414
3659,sales activities,sector-specific,K4.1.6,K,0.12005091031419664
3660,write Bulgarian,transversal,,L_use,0.0
3661,design job analysis tools,occupation-specific,S1.11.0,S,0.0
3662,liaise with well test engineers,sector-specific,S1.2.1,S,0.00345190095211701
3663,improve chemical processes,cross-sector,S1.11.5,S,0.07285298699229917
3664,follow ethical code of conduct of gambling,sector-specific,A2.3.0,A,0.02615246775915487
3665,Sanskrit,transversal,L2,L,0.0
3666,analyse telescope images,cross-sector,S2.7.2,S,0.0030754900173269044
3667,develop investment portfolio,cross-sector,S4.1.2,S,0.03317525151796794
3668,perform small vessel safety measures,sector-specific,S3.3.1,S,0.030296834816160835
3669,veterinary terminology,sector-specific,K8.4.0,K,0.01582098312265274
3670,develop solutions to information issues,cross-sector,S1.9.1,S,0.0026469868528439518
3671,monitor service users' health,sector-specific,S2.8.6,S,0.0
3672,ensure cost efficiency in food manufacturing,sector-specific,S4.2.0,S,0.010139304194271307
3673,inspect maritime operations,occupation-specific,S2.8.2,S,0.0
3674,purchase music,occupation-specific,S1.6.3,S,0.0
3675,install mechatronic equipment,sector-specific,S8.8.1,S,0.016862261678077254
3676,inform clients of healthy lifestyle benefits,sector-specific,S1.5.4,S,0.005580966877441809
3677,develop rubber crumb slurry,occupation-specific,S8.4.5,S,0.0
3678,ultra-high temperature processing,sector-specific,K7.2.1,K,0.0006822666617763613
3679,promote the conservatory,sector-specific,S1.2.3,S,0.005348030834148987
3680,safe horseback riding principles,sector-specific,K10.2.2,K,0.00569253810098609
3681,provide customers with order information,sector-specific,S3.4.1,S,0.01711255913712844
3682,manage electronic logistics for sound equipment,occupation-specific,S4.2.1,S,0.0
3683,correctly handle the disposal of chemicals,sector-specific,S6.13.1,S,0.006466136409028716
3684,install vehicle accessories,occupation-specific,S6.5.4,S,0.0
3685,decorate musical instruments,sector-specific,S1.12.1,S,0.006389629090676333
3686,monitor packaging operations,sector-specific,S2.8.2,S,0.05009591409147696
3687,use technology for forensics,cross-sector,S8.6.3,S,0.005441213248130523
3688,control cutterheads,sector-specific,S8.1.1,S,0.0011100163699046554
3689,literary criticism,cross-sector,K2.3.2,K,0.002697782306590052
3690,winterise fats,occupation-specific,S6.3.1,S,0.0
3691,manage fluid production in gas,sector-specific,S1.9.1,S,5.5346115601526915e-05
3692,write Georgian,transversal,,L_use,0.0
3693,demand excellence from performers,sector-specific,S4.5.0,S,0.0
3694,research locations for wind farms,sector-specific,S2.7.1,S,0.0
3695,develop site remediation strategies,sector-specific,S4.1.3,S,0.0013743763907773147
3696,help coordinate promotional activities,sector-specific,S4.2.1,S,0.008370756422465401
3697,operate laser cutting equipment,sector-specific,S8.5.8,S,0.0034782997074125147
3698,monitor moving workpiece in a machine,cross-sector,S8.5.0,S,0.0171394998856902
3699,apply methods for footwear and leather goods manufacturing,sector-specific,S4.2.1,S,0.002020181619932479
3700,install lift shaft support equipment,cross-sector,S7.1.7,S,0.0015560674146331275
3701,supervise special visitors,occupation-specific,S3.4.2,S,0.0
3702,honey constituents,occupation-specific,K7.2.1,K,0.0
3703,research outdoor activities,sector-specific,S2.1.1,S,0.0003378702427723959
3704,assess cleanliness of areas,cross-sector,S2.8.0,S,0.006488141711446275
3705,discuss plays,occupation-specific,S1.2.1,S,0.0
3706,interpret sport games rules,occupation-specific,S3.3.3,S,0.0
3707,diagnose nursing care,sector-specific,S2.1.2,S,0.002300475270038463
3708,mining sector policies,sector-specific,K7.2.4,K,0.0033409647386334015
3709,manage recirculation systems,occupation-specific,S8.4.5,S,0.0
3710,design training programmes for animals,sector-specific,S6.9.6,S,0.0043363611687837955
3711,obtain sponsorship,cross-sector,S2.2.3,S,0.005663948691551836
3712,supervise crop production,sector-specific,S4.2.1,S,0.013271415729375517
3713,heat jewellery metals,sector-specific,S6.3.3,S,0.010860733433037839
3714,revise certifications for dangerous good transportation,sector-specific,S3.3.4,S,0.004315601106656078
3715,socio-economic trends in your sector,occupation-specific,K3.1.1,K,0.0
3716,monitor production costs,occupation-specific,S2.8.3,S,0.0
3717,zero-energy building design,sector-specific,K7.3.1,K,0.13536872628491925
3718,advise on timber-based products,sector-specific,S1.5.3,S,0.002869098182039337
3719,provide input to collaborators to guide their work,sector-specific,S1.8.3,S,0.0
3720,design utility equipment,sector-specific,S1.11.4,S,0.037413078762347764
3721,assess users' interaction with ICT applications,sector-specific,S4.8.3,S,0.005789226162677964
3722,perform test run,cross-sector,S2.8.1,S,0.3458489865252302
3723,apply flame handling regulations,cross-sector,S1.5.1,S,0.0070283803770666
3724,gas contaminant removal processes,sector-specific,K7.1.1,K,0.02592113217223827
3725,provide expertise on tanker operations,occupation-specific,S1.5.7,S,0.0
3726,ferrous metal processing,sector-specific,K7.1.5,K,0.1857261122692978
3727,manage airport vehicle licences,sector-specific,S2.2.3,S,0.012326687461618144
3728,administer anaesthetics to patients,occupation-specific,S3.2.2,S,0.0
3729,theory of art therapy,sector-specific,K9.1.5,K,0.0005831182812833863
3730,roles of supporting team for community arts programme,sector-specific,S1.8.1,S,0.0
3731,find trends in geographic data,cross-sector,S2.7.0,S,0.0019176653819400612
3732,pour concrete,sector-specific,S7.1.4,S,0.011557422547397344
3733,dental instrument components,occupation-specific,K9.1.1,K,0.0
3734,promote sustainability,cross-sector,S1.6.2,S,0.039827768464852246
3735,work from suspended access cradle,occupation-specific,S8.1.3,S,0.0
3736,ensure accurate engravings,sector-specific,S8.5.8,S,0.0036161127629250555
3737,perform underwater investigations,cross-sector,S2.1.1,S,0.008502063100618533
3738,diagnostic methods in medical laboratory,sector-specific,K9.1.4,K,0.015802130038489775
3739,monitor patients' progress related to treatment,sector-specific,S2.8.6,S,0.021348164229553757
3740,assist with book events,sector-specific,S4.2.2,S,0.0
3741,dispense medicines,cross-sector,S1.5.4,S,0.0031050035110307007
3742,types of ceiling,occupation-specific,K7.3.1,K,0.0
3743,display spirits,sector-specific,S1.6.2,S,0.00018607189043282955
3744,clear the bar at closing time,sector-specific,S3.3.3,S,0.00018607189043282968
3745,draw conclusions from market research results,cross-sector,S1.4.2,S,0.06341442576411296
3746,understand written Bulgarian,transversal,,L_use,0.0
3747,enzymatic processing,cross-sector,K9.1.4,K,0.013437262952913706
3748,define manufacturing quality criteria,sector-specific,A1.12.1,A,0.19052349103120864
3749,handover the service area,sector-specific,S6.11.2,S,0.0030107407718854453
3750,integrate ICT data,sector-specific,S5.5.2,S,0.014552409265366018
3751,torch temperature for metal processes,cross-sector,K7.1.5,K,0.005661785124627605
3752,prepare environment for veterinary surgery,sector-specific,S6.9.7,S,0.0002607640902830929
3753,lepidoptery,occupation-specific,K5.1.1,K,0.0
3754,calibrate optical instruments,cross-sector,S6.5.1,S,0.009876132286439255
3755,interpret illustration needs,sector-specific,S1.7.2,S,0.012776915645778503
