task_id,task,detailed_work_activity,intermediate_work_activity,element,mean_task_SML,impact,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,qD,q19,q20,q21,q22,q23
83,"Confer with engineers, architects, owners, contractors, and subcontractors on changes and adjustments to cost estimates.",Confer with others about financial matters.,"Coordinate activities with clients, agencies, or organizations.","Communicating with Supervisors, Peers, or Subordinates",3.375,-0.0036535951965737112,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.5,3.0,3.0,3.0,5.0,3.0
84,"Prepare estimates used by management for purposes such as planning, organizing, and scheduling work.",Estimate costs of goods or services.,Determine values or prices of goods or services.,Making Decisions and Solving Problems,3.25,0.007845372216164215,4.0,4.0,3.0,3.5,3.0,3.5,2.5,3.0,3.0,3.0,3.0,2.5,3.5,2.5,3.0,3.5,3.5,3.5,3.5,3.0,3.5,4.0,4.0,3.0
85,Prepare estimates for use in selecting vendors or subcontractors.,Estimate costs of goods or services.,Determine values or prices of goods or services.,Making Decisions and Solving Problems,3.25,0.006826843194179144,4.0,4.0,3.0,3.5,3.0,3.5,2.5,3.0,3.0,3.0,3.0,2.5,3.5,2.5,3.0,3.5,3.5,3.5,3.5,3.0,3.5,4.0,4.0,3.0
86,Review material and labor requirements to decide whether it is more cost-effective to produce or purchase components.,Estimate costs of goods or services.,Determine values or prices of goods or services.,Making Decisions and Solving Problems,3.25,0.006039522029623878,4.0,4.0,3.0,3.5,3.0,3.5,2.5,3.0,3.0,3.0,3.0,2.5,3.5,2.5,3.0,3.5,3.5,3.5,3.5,3.0,3.5,4.0,4.0,3.0
87,Prepare cost and expenditure statements and other necessary documentation at regular intervals for the duration of the project.,Prepare financial documents.,"Prepare financial documents, reports, or budgets.",Documenting/Recording Information,3.2,0.010817461745378676,4.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,2.5,4.0,3.0,3.0,3.0,3.5,5.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,2.5
88,"Prepare and maintain a directory of suppliers, contractors and subcontractors.",Maintain data in information systems or databases.,Maintain operational records.,Documenting/Recording Information,3.5,-0.012562316338313284,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0
89,Set up cost monitoring and reporting systems and procedures.,Develop business or financial information systems.,Develop operational or technical procedures or standards.,Developing Objectives and Strategies,3.35,-0.0012524734782699554,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0
90,"Establish and maintain tendering process, and conduct negotiations.",Negotiate agreements to resolve disputes.,Negotiate contracts or agreements.,Resolving Conflicts and Negotiating with Others,3.6875,-0.026852138292655425,3.5,3.75,2.75,4.0,4.0,4.25,3.25,4.0,3.75,3.75,3.75,3.25,4.0,4.5,3.75,3.75,3.0,3.5,3.75,3.5,4.0,3.5,4.0,2.5
91,Conduct special studies to develop and establish standard hour and related cost data or to effect cost reduction.,Estimate costs of goods or services.,Determine values or prices of goods or services.,Making Decisions and Solving Problems,3.4625,-0.008907391033831757,4.0,3.75,3.5,3.25,3.25,3.75,3.0,3.0,3.25,3.5,3.25,3.25,3.5,3.0,3.25,3.75,3.5,3.75,3.75,3.25,3.5,4.0,4.0,3.5
93,"Keep up with developments in area of expertise by reading current journals, books, or magazine articles.",Update professional knowledge.,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge,3.4,0.01737626845358875,4.0,3.0,3.0,3.5,3.0,4.0,4.0,3.0,3.5,3.0,2.5,3.5,3.0,3.0,4.0,3.5,3.0,2.5,4.0,3.0,3.0,4.0,4.0,4.0
94,"Present information using a variety of instructional techniques or formats, such as role playing, simulations, team exercises, group discussions, videos, or lectures.",Train personnel to enhance job skills.,Train others on operational or work procedures.,Training and Teaching Others,3.5,0.0016240631087347523,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0
95,"Schedule classes based on availability of classrooms, equipment, or instructors.",Coordinate training activities.,Manage human resources activities.,"Guiding, Directing, and Motivating Subordinates",3.325,0.02657442928335163,4.0,4.0,3.0,4.0,3.0,3.5,3.0,4.0,2.5,3.5,4.0,2.5,2.0,3.0,3.0,3.5,3.0,1.5,3.5,3.0,4.5,4.0,2.5,3.0
97,Offer specific training programs to help workers maintain or improve job skills.,Train personnel to enhance job skills.,Train others on operational or work procedures.,Training and Teaching Others,3.5,0.0016356459991921923,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0
98,"Monitor, evaluate, or record training activities or program effectiveness.","Evaluate training programs, instructors, or materials.","Evaluate programs, practices, or processes.","Judging the Qualities of Things, Services, or People",3.5625,-0.009781961162701691,3.25,3.75,3.25,4.25,3.25,3.5,3.25,4.0,3.0,3.5,3.75,3.5,3.75,3.5,4.0,3.25,4.75,4.0,4.75,3.25,3.75,4.0,3.0,3.0
99,Attend meetings or seminars to obtain information for use in training programs or to inform management of training program status.,Update professional knowledge.,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge,3.4,0.016997367210387804,4.0,3.0,3.0,3.5,3.0,4.0,4.0,3.0,3.5,3.0,2.5,3.5,3.0,3.0,4.0,3.5,3.0,2.5,4.0,3.0,3.0,4.0,4.0,4.0
100,Coordinate recruitment and placement of training program participants.,Coordinate personnel recruitment activities.,Manage human resources activities.,"Guiding, Directing, and Motivating Subordinates",3.725,-0.025913641655877395,5.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.5,3.0
101,"Evaluate training materials prepared by instructors, such as outlines, text, or handouts.",Coordinate training activities.,Manage human resources activities.,"Guiding, Directing, and Motivating Subordinates",3.475,0.005844685461687593,3.75,3.75,3.0,4.0,3.25,3.75,3.25,4.0,3.25,3.5,3.75,3.25,2.75,3.5,3.5,3.25,3.75,3.0,4.0,3.25,4.0,3.75,2.75,3.0
102,Develop alternative training methods if expected improvements are not seen.,Coordinate training activities.,Manage human resources activities.,"Guiding, Directing, and Motivating Subordinates",3.325,0.03250749467715863,4.0,4.0,3.0,4.0,3.0,3.5,3.0,4.0,2.5,3.5,4.0,2.5,2.0,3.0,3.0,3.5,3.0,1.5,3.5,3.0,4.5,4.0,2.5,3.0
103,"Assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",Conduct surveys in organizations.,"Research organizational behavior, processes, or performance.",Getting Information,3.575,-0.012790345598125974,4.0,4.5,4.0,4.0,3.0,2.5,4.0,4.0,3.0,3.5,4.0,4.0,4.0,4.0,3.5,3.5,3.5,4.0,4.0,3.0,3.5,3.5,2.0,3.0
105,Select and assign instructors to conduct training.,Coordinate training activities.,Manage human resources activities.,"Guiding, Directing, and Motivating Subordinates",3.35,0.023575674274903147,3.5,3.75,3.25,3.5,3.0,3.25,3.75,3.5,3.25,3.5,3.5,3.0,2.5,3.0,3.75,3.25,3.25,2.75,4.0,3.25,3.75,4.0,2.75,3.0
106,Devise programs to develop executive potential among employees in lower-level positions.,Train personnel on managerial topics.,Train others on operational or work procedures.,Training and Teaching Others,3.825,-0.04208107912107906,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.5
108,"Negotiate contracts with clients including desired training outcomes, fees, or expenses.",Negotiate contracts with clients or service providers.,Negotiate contracts or agreements.,Resolving Conflicts and Negotiating with Others,3.7,-0.03024706157510293,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0
111,"Refer trainees to employer relations representatives, to locations offering job placement assistance, or to appropriate social services agencies if warranted.",Advise others on human resources topics.,Advise others on business or operational matters.,Provide Consultation and Advice to Others,4.4,-0.09057934897454167,4.0,4.5,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.5,4.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0
112,"Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.",Analyze business or financial data.,Analyze business or financial data.,Analyzing Data or Information,3.6,-0.0012079364957227057,3.6666666666666665,3.5,4.0,3.333333333333333,3.5,4.0,3.8333333333333335,3.333333333333333,3.8333333333333335,3.6666666666666665,3.5,3.333333333333333,3.8333333333333335,3.8333333333333335,3.8333333333333335,3.6666666666666665,3.5,3.333333333333333,4.0,3.5,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333
113,"Compute taxes owed and prepare tax returns, ensuring compliance with payment, reporting, or other tax requirements.","Prepare financial documents, reports, or budgets.","Prepare financial documents, reports, or budgets.",Documenting/Recording Information,3.725,-0.009773833787732222,4.0,4.0,3.75,3.75,3.75,3.75,3.5,4.0,3.5,3.25,4.5,3.5,3.75,3.5,3.75,4.0,3.5,3.75,4.0,3.5,3.5,4.5,3.5,3.0
114,"Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",Analyze business or financial data.,Analyze business or financial data.,Analyzing Data or Information,3.675,-0.006155718399873944,4.0,3.5,4.0,3.0,3.5,4.0,3.5,3.0,3.5,4.0,3.5,4.0,3.5,3.5,3.5,4.0,3.5,4.0,4.0,3.5,3.5,4.0,4.0,4.0
115,Report to management regarding the finances of establishment.,Report information to managers or other personnel.,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates",3.35,0.015561243861459406,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0
116,Establish tables of accounts and assign entries to proper accounts.,Prepare financial documents.,"Prepare financial documents, reports, or budgets.",Documenting/Recording Information,3.2,0.026330817577876253,4.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,2.5,4.0,3.0,3.0,3.0,3.5,5.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,2.5
117,"Develop, maintain, and analyze budgets, preparing periodic reports that compare budgeted costs to actual costs.",Analyze budgetary or accounting data.,Analyze business or financial data.,Analyzing Data or Information,3.425,0.011166280518974947,3.5,4.0,4.5,3.5,3.5,2.5,3.0,3.5,3.0,3.0,3.0,3.0,3.5,3.0,3.5,3.0,3.0,2.5,3.5,3.0,3.0,4.5,4.5,3.5
118,"Develop, implement, modify, and document recordkeeping and accounting systems, making use of current computer technology.",Develop business or financial information systems.,Develop operational or technical procedures or standards.,Developing Objectives and Strategies,3.35,0.015396578263819904,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0
119,Prepare forms and manuals for accounting and bookkeeping personnel and direct their work activities.,Supervise employees.,Supervise personnel activities.,"Guiding, Directing, and Motivating Subordinates",4.0,-0.025159299080884434,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.5,1.5
120,"Survey operations to ascertain accounting needs and to recommend, develop, or maintain solutions to business and financial problems.",Identify opportunities to improve operational efficiency.,Identify business or organizational opportunities.,"Identifying Objects, Actions, and Events",3.5,0.0047246082217609064,4.0,5.0,3.5,4.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,4.5,4.0,4.0,3.0,4.5,4.0,3.0,4.0,3.0,2.0
122,"Advise management about issues such as resource utilization, tax strategies, and the assumptions underlying budget forecasts.",Advise others on financial matters.,Advise others on financial matters.,Provide Consultation and Advice to Others,3.225,0.02258913139393659,3.5,3.5,4.0,4.0,3.0,4.0,3.0,3.5,4.0,3.0,2.5,3.5,3.0,2.5,3.0,4.0,3.5,4.0,4.0,2.5,3.0,2.5,3.0,2.5
123,Provide internal and external auditing services for businesses or individuals.,Examine financial records or processes.,"Examine financial activities, operations, or systems.",Evaluating Information to Determine Compliance with Standards,3.675,-0.006041782752417291,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.5,3.0,3.0,3.0
124,"Advise clients in areas such as compensation, employee health care benefits, the design of accounting or data processing systems, or long-range tax or estate plans.",Advise others on human resources topics.,Advise others on business or operational matters.,Provide Consultation and Advice to Others,4.4,-0.05575910920802141,4.0,4.5,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.5,4.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0
127,"Appraise, evaluate, and inventory real property and equipment, recording information such as the description, value, and location of property.",Monitor inventories of products or materials.,Monitor resources or inventories.,Monitoring and Controlling Resources,3.6916666666666664,-0.006390904887822568,4.0,4.0,3.5,3.5,3.333333333333333,3.5,4.166666666666667,3.1666666666666665,3.5,4.0,4.0,4.166666666666667,3.8333333333333335,3.8333333333333335,3.6666666666666665,3.5,3.8333333333333335,4.166666666666667,4.166666666666667,3.6666666666666665,4.166666666666667,3.8333333333333335,2.6666666666666665,2.833333333333333
128,Maintain or examine the records of government agencies.,Maintain data in information systems or databases.,Maintain operational records.,Documenting/Recording Information,3.5875,-0.0003450814716754458,3.5,4.0,4.0,3.5,4.0,3.5,3.5,4.0,3.5,4.5,3.5,3.0,3.5,3.5,4.0,3.5,3.5,3.5,4.0,3.5,3.25,3.0,3.0,3.5
130,"Prepare information regarding design, structure specifications, materials, color, equipment, estimated costs, or construction time.",Document technical design details.,"Document technical designs, procedures, or activities.",Documenting/Recording Information,4.075,-0.031187915268724886,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.5,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.5
131,Consult with clients to determine functional or spatial requirements of structures.,Discuss designs or plans with clients.,Confer with clients to determine needs or order specifications.,"Communicating with Supervisors, Peers, or Subordinates",3.775,-0.016320331325924364,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.5,5.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0
134,Prepare contract documents for building contractors.,"Prepare contracts, disclosures, or applications.","Prepare documentation for contracts, applications, or permits.",Documenting/Recording Information,3.375,0.0024587864727640962,3.5,4.0,2.5,3.5,3.5,2.5,3.0,4.0,3.0,4.0,3.5,2.5,4.0,2.0,4.0,4.0,3.5,4.0,4.0,3.5,3.5,4.0,3.5,3.5
136,Integrate engineering elements into unified architectural designs.,Design structures or facilities.,Design structures or facilities.,Thinking Creatively,3.275,0.007088469904139583,3.0,4.5,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0
138,Administer construction contracts.,"Prepare contracts, disclosures, or applications.","Prepare documentation for contracts, applications, or permits.",Documenting/Recording Information,3.375,0.0023334821981966236,3.5,4.0,2.5,3.5,3.5,2.5,3.0,4.0,3.0,4.0,3.5,2.5,4.0,2.0,4.0,4.0,3.5,4.0,4.0,3.5,3.5,4.0,3.5,3.5
139,Represent clients in obtaining bids or awarding construction contracts.,"Prepare contracts, disclosures, or applications.","Prepare documentation for contracts, applications, or permits.",Documenting/Recording Information,3.375,0.0020790471701954694,3.5,4.0,2.5,3.5,3.5,2.5,3.0,4.0,3.0,4.0,3.5,2.5,4.0,2.0,4.0,4.0,3.5,4.0,4.0,3.5,3.5,4.0,3.5,3.5
140,"Prepare operating and maintenance manuals, studies, or reports.",Prepare procedural documents.,"Document technical designs, procedures, or activities.",Documenting/Recording Information,3.575,-0.005420452164667022,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,2.5,3.0,4.0,3.0,3.0
147,"Compute load and grade requirements, water flow rates, or material stress factors to determine design specifications.",Estimate technical or resource requirements for development or production projects.,Determine resource needs of projects or operations.,Making Decisions and Solving Problems,3.45,-0.00271383882303855,4.0,4.0,4.0,3.5,2.5,3.0,2.5,3.5,4.5,3.5,3.5,4.0,4.0,3.0,3.0,3.0,3.0,3.5,3.5,3.0,3.5,4.0,2.5,3.0
148,Inspect project sites to monitor progress and ensure conformance to design specifications and safety or sanitation standards.,Inspect facilities or sites to determine if they meet specifications or standards.,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Material",3.05,0.025076583390650775,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0
150,"Direct or participate in surveying to lay out installations or establish reference points, grades, or elevations to guide construction.",Survey land or bodies of water to measure or determine features.,Assess characteristics of land or property.,"Estimating the Quantifiable Characteristics of Products, Events, or Information",3.025,0.023969347822489606,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.5,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0
